review,subtheme_1,subtheme_2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,cleaned_review,subthemes,subtheme_sentiments
"First time I've used [REDACTED], had a very positive experience. Very competitive prices, local fitting garage, tyres fitted in a timely manner by friendly efficient staff.",location positive,length of fitting positive,value for money positive,garage service positive,,,,,,,,,,,"first time 've used [ redacted ] , positive experience . competitive price , local fitting garage , tyre fitted timely manner friendly efficient staff .","[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
"Best prices , plenty of fitting centers, and easy to book, can’t be easierI have bought my last 3 sets of tyres through [REDACTED] for my Mercedes GLE",ease of booking positive,value for money positive,,,,,,,,,,,,,"best price , plenty fitting center , easy book , ’ easieri bought last 3 set tyre [ redacted ] mercedes gle","[('Ease of booking', 'aspect')]","[('Ease of booking', 'aspect', 'positive')]"
Ordering process was simple enough. Competitive price. Fitting however was not without problems. Used Formula 1. Turned up at my allocated appointment time and they were too busy to fit me in. Ended up leaving the vehicle with them and returning 4 hours later.,value for money positive,wait time negative,garage service negative,,,,,,,,,,,,ordering process simple enough . competitive price . fitting however without problem . used formula 1. turned allocated appointment time busy fit . ended leaving vehicle returning 4 hour later .,[],[]
Always a great service hence I keep coming back,,,,,,,,,,,,,,,always great service hence keep coming back,"[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
"Great price, hassle free. Will be using again",value for money positive,,,,,,,,,,,,,,"great price , hassle free . using",[],[]
"Competitive, easy & reliable service!! Highly recommended.",,,,,,,,,,,,,,,"competitive , easy & reliable service ! ! highly recommended .","[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
All a very good experience. I used a tyre fitter that I have used many times in the past for peace of mind .,garage service positive,,,,,,,,,,,,,,good experience . used tyre fitter used many time past peace mind .,[],[]
Very easy process to purchase and fit new tyres for my Suzuki Jimny,,,,,,,,,,,,,,,easy process purchase fit new tyre suzuki jimny,[],[]
"The good news was that the tyres were a great price. Sadly ATS in Marlborough, who I rank very highly are currently very badly understaffed. Three customers turned away while I was there. Two engineers to run the workshop and reception. So tyre fitting took much longer than expected.",length of fitting negative,value for money positive,wait time negative,garage service negative,,,,,,,,,,,"good news tyre great price . sadly at marlborough , rank highly currently badly understaffed . three customer turned away . two engineer run workshop reception . tyre fitting took much longer expected .",[],[]
Very good service.will definitely use again.,,,,,,,,,,,,,,,good service.will definitely use .,"[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
"A fast, easy and efficient service coupled with competitive pricing.",value for money positive,,,,,,,,,,,,,,"fast , easy efficient service coupled competitive pricing .","[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
easy use and good service,,,,,,,,,,,,,,,easy use good service,"[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
"Very good , fast and polite , on time , also the tires were not old stock, they were 2018 made which is very good",,,,,,,,,,,,,,,"good , fast polite , time , also tire old stock , 2018 made good",[],[]
"3rd time i've used , and again excellent service.",,,,,,,,,,,,,,,"3rd time 've used , excellent service .","[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
"Everything went exactly as arranged. The staff were friendly and helpful and the tyres are great, thanks.",garage service positive,tyre quality positive,,,,,,,,,,,,,"everything went exactly arranged . staff friendly helpful tyre great , thanks .",[],[]
Excellent service good prices good tyres excellent fitting all good.,value for money positive,tyre quality positive,,,,,,,,,,,,,excellent service good price good tyre excellent fitting good .,"[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
Great service so simple to order tyres and I was very pleased with the garage that fitted then would definitely recommend,garage service positive,,,,,,,,,,,,,,great service simple order tyre pleased garage fitted would definitely recommend,"[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
"Excellent, tyre arrived but was fitted after some time. I did have an issue at ATS as although I pre-booked and I arrived on time, the waiting time was too long.Well done [REDACTED]",wait time negative,delivery punctuality positive,,,,,,,,,,,,,"excellent , tyre arrived fitted time . issue at although pre-booked arrived time , waiting time long.well done [ redacted ]","[('Ease of booking', 'aspect')]","[('Ease of booking', 'aspect', 'positive')]"
Great value and reliable service. Would recommend using [REDACTED] to everyone.,value for money positive,,,,,,,,,,,,,,great value reliable service . would recommend using [ redacted ] everyone .,"[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
"Best company to deal with for tyres, easy and quick, highly recommend",,,,,,,,,,,,,,,"best company deal tyre , easy quick , highly recommend",[],[]
[REDACTED] charged me twice for my tyres (£1000) and took 1 week to pay it back.,refund negative,,,,,,,,,,,,,,[ redacted ] charged twice tyre ( £1000 ) took 1 week pay back .,[],[]
"Fantastic service,would definitely use [REDACTED] again also midpoint for fitting my tyres they were great!.",garage service positive,,,,,,,,,,,,,,"fantastic service , would definitely use [ redacted ] also midpoint fitting tyre great ! .","[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
This is the second time I’ve used [REDACTED] and both time I’ve been very pleased. Couldn’t find the tyres cheaper online anywhere else.,value for money positive,,,,,,,,,,,,,,second time ’ used [ redacted ] time ’ pleased . ’ find tyre cheaper online anywhere else .,[],[]
Would highly recommend,,,,,,,,,,,,,,,would highly recommend,[],[]
Great product and service is easy to access,,,,,,,,,,,,,,,great product service easy access,"[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
"Easy to order and good choice of tyres, got confirmation straight away and they where fitted on time no problem. Would definitely recommend.",wait time positive,tyre quality positive,,,,,,,,,,,,,"easy order good choice tyre , got confirmation straight away fitted time problem . would definitely recommend .",[],[]
"Really easy to use, with a great choice of tyres. Also, I like the option to chose the garage of choice. Would recommend and use again.",,,,,,,,,,,,,,,"really easy use , great choice tyre . also , like option chose garage choice . would recommend use .","[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
I was able to save money on new tyres and found the support agent helpful. I'll be happy to use [REDACTED] again.,value for money positive,advisor/agent service positive,,,,,,,,,,,,,able save money new tyre found support agent helpful . 'll happy use [ redacted ] .,[],[]
"Easy ordering,vast selection of tyres to suit all budgets. Ability to pick and choose fitting centre and time.All in all great service.",ease of booking positive,value for money positive,,,,,,,,,,,,,"easy ordering , vast selection tyre suit budget . ability pick choose fitting centre time.all great service .","[('Garage service', 'aspect')]","[('Garage service', 'aspect', 'positive')]"
